"Label","Subject","Tracker","Timestamp","Target-ID","Target-X","Target-Y","Cursor-X","Cursor-Y","Actual-X-Right","Actual-Y-Right","Actual-X-Left","Actual-Y-Left"
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:36",15,1150,434,1152,434,1159,445,1167,415
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:38",22,1530,646,1528,647,1571,663,1528,721
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:40",29,1910,858,1911,857,1901,1033,1798,2147483647
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:43",5,1910,10,1909,8,2147483647,55,1886,1
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:46",6,10,222,8,223,16,157,8,183
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:47",8,770,222,769,220,760,177,791,107
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:49",16,1530,434,1531,435,1532,572,1542,554
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:51",31,390,1070,392,1069,374,1013,299,1042
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:54",12,10,434,9,432,48,406,54,485
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:55",18,10,646,10,649,15,588,2,641
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:57",25,390,858,390,856,364,777,349,813
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:40:59",17,1910,434,1909,433,2147483647,523,1896,513
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:00",10,1530,222,1532,221,1555,182,1582,189
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:02",14,770,434,771,434,778,314,786,278
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:04",32,770,1070,769,1072,774,975,750,1078
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:07",1,390,10,388,9,415,46,428,48
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:09",23,1910,646,1910,643,2147483647,773,1844,835
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:11",1,390,10,388,10,406,4,433,13
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:13",34,1530,1070,1531,1068,1571,2147483647,1491,2147483647
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:15",13,390,434,389,433,413,324,440,343
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:17",11,1910,222,1909,221,2147483647,284,2147483647,228
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:19",19,390,646,390,645,419,620,439,615
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:21",22,1530,646,1530,645,1582,661,1596,706
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:22",25,390,858,388,859,394,766,309,790
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:24",17,1910,434,1913,434,2147483647,544,1901,581
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:26",12,10,434,12,433,27,492,46,501
"mid_chinrest","388","Gazepoint GP3","2023-07-21 14:41:28",21,1150,646,1150,644,1148,621,1138,597
