"Label","Subject","Tracker","Timestamp","Target-ID","Target-X","Target-Y","Cursor-X","Cursor-Y","Actual-X-Right","Actual-Y-Right","Actual-X-Left","Actual-Y-Left"
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:28",34,1530,1070,1530,1069,1526,1064,1555,1054
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:29",14,770,434,770,432,744,481,777,438
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:31",20,770,646,770,645,762,658,742,613
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:32",7,390,222,389,222,389,275,366,252
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:34",10,1530,222,1530,220,1529,263,1538,276
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:36",3,1150,10,1149,11,1460,92,1374,70
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:38",25,390,858,391,860,345,794,347,789
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:39",22,1530,646,1530,644,1466,699,1561,642
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:41",32,770,1070,770,1071,818,1041,777,980
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:42",16,1530,434,1529,432,1517,473,1548,501
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:44",3,1150,10,1151,8,1238,59,1145,44
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:46",25,390,858,390,857,360,836,362,796
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:48",32,770,1070,769,1071,747,1035,770,1026
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:49",17,1910,434,1912,435,1866,533,1879,581
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:52",17,1910,434,1910,431,1848,569,1843,627
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:53",26,770,858,770,860,763,841,790,825
"mid_unrestricted","187","Gazepoint GP3","2023-07-18 14:54:54",26,770,858,770,858,757,801,742,835
